year,theme,num_sets,prev_num_sets,abs_change,pct_change,total_sets_year,pct_of_portfolio,is_new_theme_year,new_themes_launched
2017,Collectible Minifigures,5,5,0.0,0.0,1104,0.45,0,6
2018,Collectible Minifigures,7,5,2.0,40.0,1065,0.66,0,13
2019,Collectible Minifigures,1,7,-6.0,-85.71,1106,0.09,0,9
1995,Aquanauts,4,0,0.0,0.0,195,2.05,1,7
1996,Aquanauts,4,4,0.0,0.0,197,2.03,0,6
1995,Aquasharks,2,0,0.0,0.0,195,1.03,1,7
1996,Aquasharks,2,2,0.0,0.0,197,1.02,0,6
1996,Aquazone,1,0,0.0,0.0,197,0.51,1,6
2002,Basketball,1,0,0.0,0.0,580,0.17,1,6
2003,Basketball,31,1,30.0,3000.0,541,5.73,0,16
2004,Basketball,3,31,-28.0,-90.32,466,0.64,0,9
2010,Ben 10,6,0,0.0,0.0,531,1.13,1,14
2001,Bob the Builder,6,0,0.0,0.0,459,1.31,1,13
2002,Bob the Builder,8,6,2.0,33.33,580,1.38,0,6
2003,Bob the Builder,3,8,-5.0,-62.5,541,0.55,0,16
2005,Bob the Builder,6,3,3.0,100.0,409,1.47,0,9
2006,Bob the Builder,2,6,-4.0,-66.67,441,0.45,0,7
2007,Bob the Builder,2,2,0.0,0.0,481,0.42,0,5
2009,Bob the Builder,4,2,2.0,100.0,550,0.73,0,7
2021,Botanicals,3,0,0.0,0.0,1220,0.25,1,8
2022,Botanicals,2,3,-1.0,-33.33,1217,0.16,0,5
2023,Botanicals,4,2,2.0,100.0,1141,0.35,0,7
2024,Botanicals,3,4,-1.0,-25.0,1225,0.24,0,8
2025,Botanicals,16,3,13.0,433.33,1104,1.45,0,7
2017,Cities of Wonders,18,0,0.0,0.0,1104,1.63,1,6
1996,Dark Forest,3,0,0.0,0.0,197,1.52,1,6
2016,DC Super Hero Girls,2,0,0.0,0.0,998,0.2,1,13
2017,DC Super Hero Girls,10,2,8.0,400.0,1104,0.91,0,6
2020,DC Super Heroes,19,0,0.0,0.0,1116,1.7,1,11
2005,Dino Attack / Dino 2010,10,0,0.0,0.0,409,2.44,1,9
2006,Dino Attack / Dino 2010,2,10,-8.0,-80.0,441,0.45,0,7
1976,Duplo and Explore,3,0,0.0,0.0,77,3.9,1,4
1980,Duplo and Explore,1,3,-2.0,-66.67,110,0.91,0,1
1982,Duplo and Explore,1,1,0.0,0.0,89,1.12,0,0
1985,Duplo and Explore,16,1,15.0,1500.0,176,9.09,0,2
1986,Duplo and Explore,18,16,2.0,12.5,164,10.98,0,3
1987,Duplo and Explore,3,18,-15.0,-83.33,240,1.25,0,3
1988,Duplo and Explore,8,3,5.0,166.67,85,9.41,0,3
1989,Duplo and Explore,4,8,-4.0,-50.0,138,2.9,0,2
1990,Duplo and Explore,1,4,-3.0,-75.0,115,0.87,0,1
1991,Duplo and Explore,5,1,4.0,400.0,148,3.38,0,3
1992,Duplo and Explore,8,5,3.0,60.0,138,5.8,0,5
1993,Duplo and Explore,3,8,-5.0,-62.5,137,2.19,0,2
1994,Duplo and Explore,6,3,3.0,100.0,170,3.53,0,4
1995,Duplo and Explore,17,6,11.0,183.33,195,8.72,0,7
1996,Duplo and Explore,6,17,-11.0,-64.71,197,3.05,0,6
1997,Duplo and Explore,15,6,9.0,150.0,286,5.24,0,10
1998,Duplo and Explore,17,15,2.0,13.33,421,4.04,0,16
1999,Duplo and Explore,14,17,-3.0,-17.65,378,3.7,0,12
2000,Duplo and Explore,6,14,-8.0,-57.14,408,1.47,0,17
2001,Duplo and Explore,10,6,4.0,66.67,459,2.18,0,13
2002,Duplo and Explore,10,10,0.0,0.0,580,1.72,0,6
2003,Duplo and Explore,5,10,-5.0,-50.0,541,0.92,0,16
2004,Duplo and Explore,12,5,7.0,140.0,466,2.58,0,9
2005,Duplo and Explore,12,12,0.0,0.0,409,2.93,0,9
2006,Duplo and Explore,4,12,-8.0,-66.67,441,0.91,0,7
2007,Duplo and Explore,10,4,6.0,150.0,481,2.08,0,5
2008,Duplo and Explore,9,10,-1.0,-10.0,462,1.95,0,9
2009,Duplo and Explore,5,9,-4.0,-44.44,550,0.91,0,7
2010,Duplo and Explore,3,5,-2.0,-40.0,531,0.56,0,14
2012,Duplo and Explore,2,3,-1.0,-33.33,766,0.26,0,18
2013,Duplo and Explore,8,2,6.0,300.0,809,0.99,0,15
2014,Duplo and Explore,13,8,5.0,62.5,1043,1.25,0,12
2015,Duplo and Explore,13,13,0.0,0.0,1016,1.28,0,16
2016,Duplo and Explore,7,13,-6.0,-46.15,998,0.7,0,13
2017,Duplo and Explore,3,7,-4.0,-57.14,1104,0.27,0,6
2018,Duplo and Explore,3,3,0.0,0.0,1065,0.28,0,13
2019,Duplo and Explore,1,3,-2.0,-66.67,1106,0.09,0,9
2020,Duplo and Explore,6,1,5.0,500.0,1116,0.54,0,11
2021,Duplo and Explore,1,6,-5.0,-83.33,1220,0.08,0,8
1985,Easter,1,0,0.0,0.0,176,0.57,1,2
1990,Easter,1,1,0.0,0.0,115,0.87,0,1
1992,Easter,1,1,0.0,0.0,138,0.72,0,5
2000,Easter,2,1,1.0,100.0,408,0.49,0,17
2003,Easter,1,2,-1.0,-50.0,541,0.18,0,16
2004,Easter,4,1,3.0,300.0,466,0.86,0,9
2005,Easter,2,4,-2.0,-50.0,409,0.49,0,9
2008,Easter,1,2,-1.0,-50.0,462,0.22,0,9
2010,Easter,2,1,1.0,100.0,531,0.38,0,14
2011,Easter,2,2,0.0,0.0,644,0.31,0,11
2012,Easter,2,2,0.0,0.0,766,0.26,0,18
2013,Easter,2,2,0.0,0.0,809,0.25,0,15
2014,Easter,1,2,-1.0,-50.0,1043,0.1,0,12
2015,Easter,1,1,0.0,0.0,1016,0.1,0,16
2016,Easter,2,1,1.0,100.0,998,0.2,0,13
2017,Easter,1,2,-1.0,-50.0,1104,0.09,0,6
2018,Easter,1,1,0.0,0.0,1065,0.09,0,13
2019,Easter,3,1,2.0,200.0,1106,0.27,0,9
2020,Easter,3,3,0.0,0.0,1116,0.27,0,11
2021,Easter,3,3,0.0,0.0,1220,0.25,0,8
2022,Easter,6,3,3.0,100.0,1217,0.49,0,5
2023,Easter,5,6,-1.0,-16.67,1141,0.44,0,7
2024,Easter,4,5,-1.0,-20.0,1225,0.33,0,8
2025,Easter,4,4,0.0,0.0,1104,0.36,0,7
2009,Farm,5,0,0.0,0.0,550,0.91,1,7
2010,Farm,3,5,-2.0,-40.0,531,0.56,0,14
2018,Farm,1,3,-2.0,-66.67,1065,0.09,0,13
2019,Farm,2,1,1.0,100.0,1106,0.18,0,9
2021,Farm,1,2,-1.0,-50.0,1220,0.08,0,8
2022,Farm,4,1,3.0,300.0,1217,0.33,0,5
2023,Farm,2,4,-2.0,-50.0,1141,0.18,0,7
2024,Farm,1,2,-1.0,-50.0,1225,0.08,0,8
2025,Farm,2,1,1.0,100.0,1104,0.18,0,7
2020,Collectible Minifigures,1,1,0.0,0.0,1116,0.09,0,11
2015,Elves,12,0,0.0,0.0,1016,1.18,1,16
2016,Elves,13,12,1.0,8.33,998,1.3,0,13
2017,Elves,10,13,-3.0,-23.08,1104,0.91,0,6
2018,Elves,7,10,-3.0,-30.0,1065,0.66,0,13
2018,Fantastic Beasts,2,0,0.0,0.0,1065,0.19,1,13
2023,Fortnite,1,0,0.0,0.0,1141,0.09,1,7
2024,Fortnite,5,1,4.0,400.0,1225,0.41,0,8
2025,Fortnite,4,5,-1.0,-20.0,1104,0.36,0,7
1997,Fright Knights,10,0,0.0,0.0,286,3.5,1,10
1998,Fright Knights,6,10,-4.0,-40.0,421,1.43,0,16
2013,Galaxy Squad,12,0,0.0,0.0,809,1.48,1,15
2004,Knights Kingdom II,32,0,0.0,0.0,466,6.87,1,9
2005,Knights Kingdom II,31,32,-1.0,-3.13,409,7.58,0,9
2006,Knights Kingdom II,13,31,-18.0,-58.06,441,2.95,0,7
2000,Life On Mars,1,0,0.0,0.0,408,0.25,1,17
2001,Life On Mars,25,1,24.0,2400.0,459,5.45,0,13
2021,Looney Tunes,16,0,0.0,0.0,1220,1.31,1,8
2021,Marvel Series 1,16,0,0.0,0.0,1220,1.31,1,8
2002,Mission Deep Sea,16,0,0.0,0.0,580,2.76,1,6
2003,Mission Deep Sea,1,16,-15.0,-93.75,541,0.18,0,16
2015,Pirates III,9,0,0.0,0.0,1016,0.89,1,16
1999,Rock Raiders,8,0,0.0,0.0,378,2.12,1,12
2000,Rock Raiders,9,8,1.0,12.5,408,2.21,0,17
1995,Royal Knights,5,0,0.0,0.0,195,2.56,1,7
1996,Royal Knights,3,5,-2.0,-40.0,197,1.52,0,6
1998,Royal Knights,1,3,-2.0,-66.67,421,0.24,0,16
1979,Scala,6,0,0.0,0.0,93,6.45,1,4
1980,Scala,3,6,-3.0,-50.0,110,2.73,0,1
1997,Scala,10,3,7.0,233.33,286,3.5,0,10
1998,Scala,24,10,14.0,140.0,421,5.7,0,16
1999,Scala,15,24,-9.0,-37.5,378,3.97,0,12
2000,Scala,11,15,-4.0,-26.67,408,2.7,0,17
2001,Scala,4,11,-7.0,-63.64,459,0.87,0,13
2013,Series 10 Minifigures,20,0,0.0,0.0,809,2.47,1,15
2000,Speed Slammers,3,0,0.0,0.0,408,0.74,1,17
2001,Speed Slammers,2,3,-1.0,-33.33,459,0.44,0,13
2025,Spider-Man - Across the Spider-Verse,17,0,0.0,0.0,1104,1.54,1,7
2000,Sports,5,0,0.0,0.0,408,1.23,1,17
1949,Supplemental,2,0,0.0,0.0,5,40.0,1,2
1950,Supplemental,6,2,4.0,200.0,6,100.0,0,0
1953,Supplemental,3,6,-3.0,-50.0,4,75.0,0,0
1954,Supplemental,12,3,9.0,300.0,14,85.71,0,1
1955,Supplemental,20,12,8.0,66.67,39,51.28,0,3
1956,Supplemental,8,20,-12.0,-60.0,18,44.44,0,1
1957,Supplemental,6,8,-2.0,-25.0,24,25.0,0,0
1958,Supplemental,35,6,29.0,483.33,66,53.03,0,0
1959,Supplemental,2,35,-33.0,-94.29,4,50.0,0,0
1960,Supplemental,1,2,-1.0,-50.0,3,33.33,0,1
1961,Supplemental,12,1,11.0,1100.0,25,48.0,0,1
1962,Supplemental,9,12,-3.0,-25.0,13,69.23,0,0
1963,Supplemental,6,9,-3.0,-33.33,60,10.0,0,1
1964,Supplemental,2,6,-4.0,-66.67,37,5.41,0,1
1965,Supplemental,2,2,0.0,0.0,26,7.69,0,1
1966,Supplemental,61,2,59.0,2950.0,122,50.0,0,2
1967,Supplemental,3,61,-58.0,-95.08,30,10.0,0,0
1968,Supplemental,1,3,-2.0,-66.67,42,2.38,0,0
1969,Supplemental,28,1,27.0,2700.0,75,37.33,0,4
1970,Supplemental,1,28,-27.0,-96.43,42,2.38,0,10
1971,Supplemental,6,1,5.0,500.0,57,10.53,0,1
1972,Supplemental,7,6,1.0,16.67,39,17.95,0,3
1973,Supplemental,12,7,5.0,71.43,72,16.67,0,2
1974,Supplemental,1,12,-11.0,-91.67,39,2.56,0,1
1976,Supplemental,3,1,2.0,200.0,77,3.9,0,4
1977,Supplemental,1,3,-2.0,-66.67,114,0.88,0,4
1978,Supplemental,4,1,3.0,300.0,77,5.19,0,3
1979,Supplemental,7,4,3.0,75.0,93,7.53,0,4
1980,Supplemental,18,7,11.0,157.14,110,16.36,0,1
1981,Supplemental,1,18,-17.0,-94.44,84,1.19,0,0
1982,Supplemental,2,1,1.0,100.0,89,2.25,0,0
1983,Supplemental,2,2,0.0,0.0,75,2.67,0,2
1984,Supplemental,1,2,-1.0,-50.0,98,1.02,0,3
1985,Supplemental,2,1,1.0,100.0,176,1.14,0,2
1986,Supplemental,17,2,15.0,750.0,164,10.37,0,3
1987,Supplemental,2,17,-15.0,-88.24,240,0.83,0,3
1988,Supplemental,2,2,0.0,0.0,85,2.35,0,3
1990,Supplemental,3,2,1.0,50.0,115,2.61,0,1
1991,Supplemental,5,3,2.0,66.67,148,3.38,0,3
1992,Supplemental,3,5,-2.0,-40.0,138,2.17,0,5
1993,Supplemental,1,3,-2.0,-66.67,137,0.73,0,2
1994,Supplemental,1,1,0.0,0.0,170,0.59,0,4
1995,Supplemental,2,1,1.0,100.0,195,1.03,0,7
1996,Supplemental,12,2,10.0,500.0,197,6.09,0,6
1997,Supplemental,1,12,-11.0,-91.67,286,0.35,0,10
1998,Supplemental,5,1,4.0,400.0,421,1.19,0,16
2000,Supplemental,8,5,3.0,60.0,408,1.96,0,17
2001,Supplemental,1,8,-7.0,-87.5,459,0.22,0,13
2002,Supplemental,1,1,0.0,0.0,580,0.17,0,6
2004,Supplemental,1,1,0.0,0.0,466,0.21,0,9
2006,Supplemental,2,1,1.0,100.0,441,0.45,0,7
2007,Supplemental,2,2,0.0,0.0,481,0.42,0,5
2008,Supplemental,3,2,1.0,50.0,462,0.65,0,9
2009,Supplemental,2,3,-1.0,-33.33,550,0.36,0,7
2010,Supplemental,4,2,2.0,100.0,531,0.75,0,14
2011,Supplemental,1,4,-3.0,-75.0,644,0.16,0,11
2012,Supplemental,1,1,0.0,0.0,766,0.13,0,18
2017,Supplemental,3,1,2.0,200.0,1104,0.27,0,6
2023,Supplemental,2,3,-1.0,-33.33,1141,0.18,0,7
1977,Technic,6,0,0.0,0.0,114,5.26,1,4
1978,Technic,1,6,-5.0,-83.33,77,1.3,0,3
1979,Technic,1,1,0.0,0.0,93,1.08,0,4
1980,Technic,4,1,3.0,300.0,110,3.64,0,1
1969,12V,12,0,0.0,0.0,75,16.0,1,4
1970,12V,4,12,-8.0,-66.67,42,9.52,0,10
1972,12V,1,4,-3.0,-75.0,39,2.56,0,3
1974,12V,6,1,5.0,500.0,39,15.38,0,1
1977,12V,1,6,-5.0,-83.33,114,0.88,0,4
1980,12V,16,1,15.0,1500.0,110,14.55,0,1
1981,12V,2,16,-14.0,-87.5,84,2.38,0,0
1983,12V,5,2,3.0,150.0,75,6.67,0,2
1985,12V,2,5,-3.0,-60.0,176,1.14,0,2
1986,12V,3,2,1.0,50.0,164,1.83,0,3
2009,Activity Books with LEGO Parts,2,0,0.0,0.0,550,0.36,1,7
2010,Activity Books with LEGO Parts,4,2,2.0,100.0,531,0.75,0,14
2011,Activity Books with LEGO Parts,10,4,6.0,150.0,644,1.55,0,11
2012,Activity Books with LEGO Parts,11,10,1.0,10.0,766,1.44,0,18
2013,Activity Books with LEGO Parts,16,11,5.0,45.45,809,1.98,0,15
2014,Activity Books with LEGO Parts,14,16,-2.0,-12.5,1043,1.34,0,12
2015,Activity Books with LEGO Parts,21,14,7.0,50.0,1016,2.07,0,16
2016,Activity Books with LEGO Parts,27,21,6.0,28.57,998,2.71,0,13
2017,Activity Books with LEGO Parts,21,27,-6.0,-22.22,1104,1.9,0,6
2018,Activity Books with LEGO Parts,23,21,2.0,9.52,1065,2.16,0,13
2019,Activity Books with LEGO Parts,35,23,12.0,52.17,1106,3.16,0,9
2020,Activity Books with LEGO Parts,33,35,-2.0,-5.71,1116,2.96,0,11
2021,Activity Books with LEGO Parts,46,33,13.0,39.39,1220,3.77,0,8
2022,Activity Books with LEGO Parts,39,46,-7.0,-15.22,1217,3.2,0,5
2023,Activity Books with LEGO Parts,43,39,4.0,10.26,1141,3.77,0,7
2024,Activity Books with LEGO Parts,44,43,1.0,2.33,1225,3.59,0,8
2025,Activity Books with LEGO Parts,22,44,-22.0,-50.0,1104,1.99,0,7
2026,Activity Books with LEGO Parts,1,22,-21.0,-95.45,24,4.17,0,0
1976,Airlines,1,0,0.0,0.0,77,1.3,1,4
1977,Airlines,1,1,0.0,0.0,114,0.88,0,4
1987,Airlines,2,1,1.0,100.0,240,0.83,0,3
1988,Airlines,1,2,-1.0,-50.0,85,1.18,0,3
1989,Airlines,1,1,0.0,0.0,138,0.72,0,2
1992,Airlines,2,1,1.0,100.0,138,1.45,0,5
1994,Airlines,1,2,-1.0,-50.0,170,0.59,0,4
1996,Airlines,1,1,0.0,0.0,197,0.51,0,6
1998,Airlines,1,1,0.0,0.0,421,0.24,0,16
2001,Airlines,2,1,1.0,100.0,459,0.44,0,13
2002,Airlines,1,2,-1.0,-50.0,580,0.17,0,6
2003,Airlines,1,1,0.0,0.0,541,0.18,0,16
2015,Airlines,1,1,0.0,0.0,1016,0.1,0,16
1997,Aquaraiders I,3,0,0.0,0.0,286,1.05,1,10
2016,Bag and Luggage Tags,2,0,0.0,0.0,998,0.2,1,13
2017,Bag and Luggage Tags,19,2,17.0,850.0,1104,1.72,0,6
2018,Bag and Luggage Tags,3,19,-16.0,-84.21,1065,0.28,0,13
2019,Bag and Luggage Tags,34,3,31.0,1033.33,1106,3.07,0,9
2020,Bag and Luggage Tags,17,34,-17.0,-50.0,1116,1.52,0,11
2021,Bag and Luggage Tags,1,17,-16.0,-94.12,1220,0.08,0,8
2022,Bag and Luggage Tags,10,1,9.0,900.0,1217,0.82,0,5
2023,Bag and Luggage Tags,18,10,8.0,80.0,1141,1.58,0,7
2024,Bag and Luggage Tags,7,18,-11.0,-61.11,1225,0.57,0,8
2025,Bag and Luggage Tags,10,7,3.0,42.86,1104,0.91,0,7
2015,Books,1,0,0.0,0.0,1016,0.1,1,16
2020,Brick Sketches,4,0,0.0,0.0,1116,0.36,1,11
2021,Brick Sketches,2,4,-2.0,-50.0,1220,0.16,0,8
2022,Brick Sketches,2,2,0.0,0.0,1217,0.16,0,5
2008,Bricks & More,16,0,0.0,0.0,462,3.46,1,9
2009,Bricks & More,16,16,0.0,0.0,550,2.91,0,7
2010,Bricks & More,10,16,-6.0,-37.5,531,1.88,0,14
2011,Bricks & More,9,10,-1.0,-10.0,644,1.4,0,11
2012,Bricks & More,7,9,-2.0,-22.22,766,0.91,0,18
2013,Bricks & More,8,7,1.0,14.29,809,0.99,0,15
2014,Bricks & More,2,8,-6.0,-75.0,1043,0.19,0,12
1998,Classic Basic,20,0,0.0,0.0,421,4.75,1,16
1999,Classic Basic,26,20,6.0,30.0,378,6.88,0,12
2000,Classic Basic,7,26,-19.0,-73.08,408,1.72,0,17
2003,Clikits,18,0,0.0,0.0,541,3.33,1,16
2004,Clikits,38,18,20.0,111.11,466,8.15,0,9
2005,Clikits,22,38,-16.0,-42.11,409,5.38,0,9
2006,Clikits,7,22,-15.0,-68.18,441,1.59,0,7
1995,Control Lab,5,0,0.0,0.0,195,2.56,1,7
1997,Control Lab,2,5,-3.0,-60.0,286,0.7,0,10
2002,Control Lab,2,2,0.0,0.0,580,0.34,0,6
2001,Creator,1,0,0.0,0.0,459,0.22,1,13
2002,Creator,1,1,0.0,0.0,580,0.17,0,6
2003,Creator,13,1,12.0,1200.0,541,2.4,0,16
2004,Creator,14,13,1.0,7.69,466,3.0,0,9
2005,Creator,18,14,4.0,28.57,409,4.4,0,9
2006,Creator,15,18,-3.0,-16.67,441,3.4,0,7
2007,Creator,17,15,2.0,13.33,481,3.53,0,5
2008,Creator,6,17,-11.0,-64.71,462,1.3,0,9
2009,Creator,9,6,3.0,50.0,550,1.64,0,7
2010,Creator,5,9,-4.0,-44.44,531,0.94,0,14
2011,Creator,7,5,2.0,40.0,644,1.09,0,11
2012,Creator,4,7,-3.0,-42.86,766,0.52,0,18
2013,Creator,15,4,11.0,275.0,809,1.85,0,15
2014,Creator,12,15,-3.0,-20.0,1043,1.15,0,12
2015,Creator,5,12,-7.0,-58.33,1016,0.49,0,16
2016,Creator,6,5,1.0,20.0,998,0.6,0,13
2017,Creator,6,6,0.0,0.0,1104,0.54,0,6
2018,Creator,3,6,-3.0,-50.0,1065,0.28,0,13
2019,Creator,5,3,2.0,66.67,1106,0.45,0,9
2020,Creator,8,5,3.0,60.0,1116,0.72,0,11
2021,Creator,18,8,10.0,125.0,1220,1.48,0,8
2022,Creator,17,18,-1.0,-5.56,1217,1.4,0,5
2023,Creator,13,17,-4.0,-23.53,1141,1.14,0,7
2024,Creator,5,13,-8.0,-61.54,1225,0.41,0,8
1987,Forestmen,1,0,0.0,0.0,240,0.42,1,3
1988,Forestmen,1,1,0.0,0.0,85,1.18,0,3
1989,Forestmen,2,1,1.0,100.0,138,1.45,0,2
1990,Forestmen,3,2,1.0,50.0,115,2.61,0,1
2012,Friends,34,0,0.0,0.0,766,4.44,1,18
2013,Friends,33,34,-1.0,-2.94,809,4.08,0,15
2014,Friends,49,33,16.0,48.48,1043,4.7,0,12
2015,Friends,52,49,3.0,6.12,1016,5.12,0,16
2016,Friends,52,52,0.0,0.0,998,5.21,0,13
2017,Friends,47,52,-5.0,-9.62,1104,4.26,0,6
2018,Friends,56,47,9.0,19.15,1065,5.26,0,13
2019,Friends,52,56,-4.0,-7.14,1106,4.7,0,9
2020,Friends,59,52,7.0,13.46,1116,5.29,0,11
2021,Friends,48,59,-11.0,-18.64,1220,3.93,0,8
2022,Friends,41,48,-7.0,-14.58,1217,3.37,0,5
2023,Friends,48,41,7.0,17.07,1141,4.21,0,7
2024,Friends,49,48,1.0,2.08,1225,4.0,0,8
2025,Friends,41,49,-8.0,-16.33,1104,3.71,0,7
1970,Gears,3,0,0.0,0.0,42,7.14,1,10
1972,Gears,1,3,-2.0,-66.67,39,2.56,0,3
1974,Gears,4,1,3.0,300.0,39,10.26,0,1
1975,Gears,1,4,-3.0,-75.0,41,2.44,0,3
2019,Hidden Side,12,0,0.0,0.0,1106,1.08,1,9
2020,Hidden Side,20,12,8.0,66.67,1116,1.79,0,11
1955,HO 1:87 Vehicles,8,0,0.0,0.0,39,20.51,1,3
1956,HO 1:87 Vehicles,4,8,-4.0,-50.0,18,22.22,0,1
1957,HO 1:87 Vehicles,1,4,-3.0,-75.0,24,4.17,0,0
1958,HO 1:87 Vehicles,11,1,10.0,1000.0,66,16.67,0,0
1961,HO 1:87 Vehicles,4,11,-7.0,-63.64,25,16.0,0,1
1963,HO 1:87 Vehicles,4,4,0.0,0.0,60,6.67,0,1
1964,HO 1:87 Vehicles,19,4,15.0,375.0,37,51.35,0,1
1965,HO 1:87 Vehicles,5,19,-14.0,-73.68,26,19.23,0,1
1966,HO 1:87 Vehicles,5,5,0.0,0.0,122,4.1,0,2
1998,Insectoids,12,0,0.0,0.0,421,2.85,1,16
1999,Insectoids,7,12,-5.0,-41.67,378,1.85,0,12
2001,Jurassic Park III,2,0,0.0,0.0,459,0.44,1,13
2010,Kingdoms,11,0,0.0,0.0,531,2.07,1,14
2011,Kingdoms,4,11,-7.0,-63.64,644,0.62,0,11
2012,Kingdoms,2,4,-2.0,-50.0,766,0.26,0,18
2013,Legends of Chima,28,0,0.0,0.0,809,3.46,1,15
2014,Legends of Chima,45,28,17.0,60.71,1043,4.31,0,12
2015,Legends of Chima,25,45,-20.0,-44.44,1016,2.46,0,16
1983,McDonalds,4,0,0.0,0.0,75,5.33,1,2
1985,McDonalds,2,4,-2.0,-50.0,176,1.14,0,2
1989,McDonalds,8,2,6.0,300.0,138,5.8,0,2
1994,McDonalds,4,8,-4.0,-50.0,170,2.35,0,4
1999,McDonalds,1,4,-3.0,-75.0,378,0.26,0,12
2009,McDonalds,1,1,0.0,0.0,550,0.18,0,7
2012,Mickey & Friends,1,0,0.0,0.0,766,0.13,1,18
2014,Mickey & Friends,1,1,0.0,0.0,1043,0.1,0,12
2015,Mickey & Friends,1,1,0.0,0.0,1016,0.1,0,16
2016,Mickey & Friends,3,1,2.0,200.0,998,0.3,0,13
2017,Mickey & Friends,2,3,-1.0,-33.33,1104,0.18,0,6
2018,Mickey & Friends,2,2,0.0,0.0,1065,0.19,0,13
2019,Mickey & Friends,3,2,1.0,50.0,1106,0.27,0,9
2021,Mickey & Friends,2,3,-1.0,-33.33,1220,0.16,0,8
2023,Mickey & Friends,2,2,0.0,0.0,1141,0.18,0,7
2025,Mickey & Friends,1,2,-1.0,-50.0,1104,0.09,0,7
2014,Mixels,42,0,0.0,0.0,1043,4.03,1,12
2015,Mixels,42,42,0.0,0.0,1016,4.13,0,16
2016,Mixels,39,42,-3.0,-7.14,998,3.91,0,13
2003,Orient Expedition,28,0,0.0,0.0,541,5.18,1,16
2004,Quatro,6,0,0.0,0.0,466,1.29,1,9
2005,Quatro,1,6,-5.0,-83.33,409,0.24,0,9
2006,Quatro,4,1,3.0,300.0,441,0.91,0,7
2015,Series 14 Minifigures,19,0,0.0,0.0,1016,1.87,1,16
2022,Series 23 Minifigures,16,0,0.0,0.0,1217,1.31,1,5
2011,Series 4 Minifigures,19,0,0.0,0.0,644,2.95,1,11
2011,Series 5 Minifigures,19,0,0.0,0.0,644,2.95,1,11
2012,Series 7 Minifigures,19,0,0.0,0.0,766,2.48,1,18
1999,Star Wars,14,0,0.0,0.0,378,3.7,1,12
2000,Star Wars,25,14,11.0,78.57,408,6.13,0,17
2001,Star Wars,12,25,-13.0,-52.0,459,2.61,0,13
2002,Star Wars,28,12,16.0,133.33,580,4.83,0,6
2003,Star Wars,25,28,-3.0,-10.71,541,4.62,0,16
2004,Star Wars,22,25,-3.0,-12.0,466,4.72,0,9
2005,Star Wars,27,22,5.0,22.73,409,6.6,0,9
2006,Star Wars,11,27,-16.0,-59.26,441,2.49,0,7
2007,Star Wars,15,11,4.0,36.36,481,3.12,0,5
2008,Star Wars,22,15,7.0,46.67,462,4.76,0,9
2009,Star Wars,35,22,13.0,59.09,550,6.36,0,7
2010,Star Wars,28,35,-7.0,-20.0,531,5.27,0,14
2011,Star Wars,33,28,5.0,17.86,644,5.12,0,11
2012,Star Wars,42,33,9.0,27.27,766,5.48,0,18
2013,Star Wars,42,42,0.0,0.0,809,5.19,0,15
2014,Star Wars,47,42,5.0,11.9,1043,4.51,0,12
2015,Star Wars,69,47,22.0,46.81,1016,6.79,0,16
2016,Star Wars,63,69,-6.0,-8.7,998,6.31,0,13
2017,Star Wars,64,63,1.0,1.59,1104,5.8,0,6
2018,Star Wars,69,64,5.0,7.81,1065,6.48,0,13
2019,Star Wars,57,69,-12.0,-17.39,1106,5.15,0,9
2020,Star Wars,46,57,-11.0,-19.3,1116,4.12,0,11
2021,Star Wars,37,46,-9.0,-19.57,1220,3.03,0,8
2022,Star Wars,40,37,3.0,8.11,1217,3.29,0,5
2023,Star Wars,47,40,7.0,17.5,1141,4.12,0,7
2024,Star Wars,55,47,8.0,17.02,1225,4.49,0,8
2025,Star Wars,45,55,-10.0,-18.18,1104,4.08,0,7
1998,Stingrays,5,0,0.0,0.0,421,1.19,1,16
1965,Story Books,1,0,0.0,0.0,26,3.85,1,1
1983,Story Books,1,1,0.0,0.0,75,1.33,0,2
1984,Story Books,1,1,0.0,0.0,98,1.02,0,3
1987,Story Books,2,1,1.0,100.0,240,0.83,0,3
1988,Story Books,2,2,0.0,0.0,85,2.35,0,3
2025,Creator,5,5,0.0,0.0,1104,0.45,0,7
2003,Designer Sets,22,0,0.0,0.0,541,4.07,1,16
2004,Designer Sets,16,22,-6.0,-27.27,466,3.43,0,9
2005,Designer Sets,12,16,-4.0,-25.0,409,2.93,0,9
2001,Dinosaurs,17,0,0.0,0.0,459,3.7,1,13
1977,Ferries,2,0,0.0,0.0,114,1.75,1,4
1981,Ferries,1,2,-1.0,-50.0,84,1.19,0,0
1982,Ferries,2,1,1.0,100.0,89,2.25,0,0
1985,Ferries,1,2,-1.0,-50.0,176,0.57,0,2
1986,Ferries,1,1,0.0,0.0,164,0.61,0,3
1989,Ferries,1,1,0.0,0.0,138,0.72,0,2
1991,Ferries,1,1,0.0,0.0,148,0.68,0,3
1992,Ferries,2,1,1.0,100.0,138,1.45,0,5
1993,Ferries,1,2,-1.0,-50.0,137,0.73,0,2
1996,Ferries,1,1,0.0,0.0,197,0.51,0,6
1998,Ferries,1,1,0.0,0.0,421,0.24,0,16
1999,Ferries,1,1,0.0,0.0,378,0.26,0,12
2016,Ferries,1,1,0.0,0.0,998,0.1,0,13
2019,Ferries,1,1,0.0,0.0,1106,0.09,0,9
